City,Colors,Shape,State,Time,Month,Day,Year
Butte,,LIGHT,MT,8/10/2013 22:00,8,10,2013
Coolin,,SPHERE,ID,8/10/2013 22:00,8,10,2013
Duluth,,LIGHT,MN,8/10/2013 22:00,8,10,2013
Medina,ORANGE,FIREBALL,OH,8/10/2013 22:00,8,10,2013
Sheboygan,,LIGHT,WI,8/10/2013 22:00,8,10,2013
Wiscasset,,,ME,8/10/2013 22:02,8,10,2013
Lehighton,RED,FIREBALL,PA,8/10/2013 22:15,8,10,2013
Emerald Isle,ORANGE,FIREBALL,NC,8/10/2013 22:20,8,10,2013
Dayton,BLUE,SPHERE,OH,8/10/2013 22:30,8,10,2013
St. Louis,,FORMATION,MO,8/10/2013 22:48,8,10,2013
Vienna,ORANGE,TRIANGLE,VA,8/10/2013 23:00,8,10,2013
Auburn,RED,LIGHT,ME,8/10/2013 23:10,8,10,2013
Morrow,,CIRCLE,OH,8/10/2013 23:40,8,10,2013
Holden,,OVAL,ME,8/11/2013 0:15,8,11,2013
Amherst,,CIRCLE,ME,8/11/2013 0:30,8,11,2013
Norfolk,,RECTANGLE,MA,8/11/2013 0:30,8,11,2013
Georgetown,,CIRCLE,TX,8/11/2013 1:00,8,11,2013
Four Oaks,,OTHER,NC,8/11/2013 4:00,8,11,2013
Belmar,,DISK,NJ,8/11/2013 9:00,8,11,2013
Kennebunk,ORANGE,TRIANGLE,ME,8/11/2013 9:20,8,11,2013
Milford,,,CT,8/11/2013 12:00,8,11,2013
Concan,,CIRCLE,TX,8/11/2013 16:00,8,11,2013
Dover,,CIRCLE,ME,8/11/2013 18:00,8,11,2013
Lexington to Cincinnati,,LIGHT,KY,8/11/2013 20:00,8,11,2013
Bozeman,,LIGHT,MT,8/11/2013 21:50,8,11,2013
Jackson,,FIREBALL,OH,8/11/2013 22:00,8,11,2013
Jackson,,FIREBALL,OH,8/11/2013 22:00,8,11,2013
Loveland,ORANGE,LIGHT,OH,8/11/2013 22:00,8,11,2013
Sandy,,LIGHT,UT,8/11/2013 22:00,8,11,2013
San Jose,ORANGE,OTHER,CA,8/11/2013 22:10,8,11,2013
Wichita,RED,TRIANGLE,KS,8/11/2013 22:30,8,11,2013
Melbourne,ORANGE,LIGHT,FL,8/11/2013 22:40,8,11,2013
Englewood,,FIREBALL,OH,8/11/2013 23:00,8,11,2013
Cedaredge,,,CO,8/11/2013 23:24,8,11,2013
Hazen,,DIAMOND,ND,8/11/2013 23:30,8,11,2013
Sicklerville,,DIAMOND,NJ,8/11/2013 23:30,8,11,2013
Everett,,OVAL,WA,8/12/2013 0:00,8,12,2013
Fence,ORANGE YELLOW,DIAMOND,WI,8/12/2013 0:00,8,12,2013
Sanibel,RED ORANGE,,FL,8/12/2013 0:00,8,12,2013
Walla Walla,,CIRCLE,WA,8/12/2013 0:00,8,12,2013
Folsom,,CHEVRON,CA,8/12/2013 0:45,8,12,2013
Woodville,,SPHERE,TX,8/12/2013 0:45,8,12,2013
Thornton,,LIGHT,CO,8/12/2013 1:00,8,12,2013
Dallas,ORANGE,LIGHT,NC,8/12/2013 2:50,8,12,2013
Oxford,,LIGHT,OH,8/12/2013 4:30,8,12,2013
Litchfield Park,,LIGHT,AZ,8/12/2013 4:45,8,12,2013
Utica,RED BLUE,VARIOUS,NY,8/12/2013 5:00,8,12,2013
Colorado Spring,,LIGHT,CO,8/12/2013 9:00,8,12,2013
Portales,ORANGE,CIRCLE,NM,8/12/2013 9:23,8,12,2013
Jericho,,VARIOUS,VT,8/12/2013 11:15,8,12,2013
Yucaipa,,CIRCLE,CA,8/12/2013 12:30,8,12,2013
Arlington Heights,,EGG,IL,8/12/2013 13:00,8,12,2013
Greensboro,,CYLINDER,NC,8/12/2013 18:30,8,12,2013
Dallas,,LIGHT,TX,8/12/2013 19:00,8,12,2013
Dallas,,LIGHT,TX,8/12/2013 19:00,8,12,2013
Vicksburg,,FIREBALL,MI,8/12/2013 19:00,8,12,2013
Western,RED BLUE,VARIOUS,MA,8/12/2013 21:00,8,12,2013
Zeigler,,FIREBALL,IL,8/12/2013 21:00,8,12,2013
Salinas,,CYLINDER,CA,8/12/2013 21:08,8,12,2013
Rochester,,CIRCLE,WA,8/12/2013 21:15,8,12,2013
Devils Tower,GREEN,LIGHT,WY,8/12/2013 21:30,8,12,2013
Jefferson,,FIREBALL,OH,8/12/2013 21:30,8,12,2013
Lincoln,RED GREEN BLUE,TRIANGLE,CA,8/12/2013 21:30,8,12,2013
Massena,BLUE,TRIANGLE,NY,8/12/2013 21:30,8,12,2013
Franklin,,FIREBALL,IN,8/12/2013 22:00,8,12,2013
Hanford,,SPHERE,CA,8/12/2013 22:00,8,12,2013
Stevensville,GREEN,LIGHT,MI,8/12/2013 22:25,8,12,2013
Menomonee  Falls,,TRIANGLE,WI,8/12/2013 23:00,8,12,2013
Menomonee Falls,,TRIANGLE,WI,8/12/2013 23:00,8,12,2013
Federal Way,,LIGHT,WA,8/12/2013 23:20,8,12,2013
Chicago,,,IL,8/13/2013 0:15,8,13,2013
Woburn,RED,TRIANGLE,MA,8/13/2013 1:00,8,13,2013
San Diego,,CIRCLE,CA,8/13/2013 1:50,8,13,2013
Fitchburg,,,MA,8/13/2013 2:00,8,13,2013
Las Vegas,,VARIOUS,NV,8/13/2013 2:00,8,13,2013
San Diego,,FORMATION,CA,8/13/2013 2:00,8,13,2013
McHenry,,,IL,8/13/2013 2:30,8,13,2013
East Wenatchee,,TRIANGLE,WA,8/13/2013 3:00,8,13,2013
Okemos,,CIRCLE,MI,8/13/2013 8:10,8,13,2013
Republic,,,WA,8/13/2013 12:00,8,13,2013
Southbury,,OTHER,CT,8/13/2013 16:00,8,13,2013
Wahiawa,,LIGHT,HI,8/13/2013 18:00,8,13,2013
Wahiawa,,LIGHT,HI,8/13/2013 18:00,8,13,2013
Houston,,LIGHT,TX,8/13/2013 18:30,8,13,2013
Orlando,,DISK,FL,8/13/2013 19:25,8,13,2013
Tybee Island,RED,FIREBALL,GA,8/13/2013 21:30,8,13,2013
Vancouver,RED BLUE,LIGHT,WA,8/13/2013 21:45,8,13,2013
Ft. Lauderdale,ORANGE,DISK,FL,8/13/2013 22:00,8,13,2013
Ravenna,,SPHERE,OH,8/13/2013 22:20,8,13,2013
Redmond,,LIGHT,WA,8/13/2013 22:30,8,13,2013
Batavia,,LIGHT,NY,8/13/2013 22:40,8,13,2013
Cannon Beach,BLUE,CIRCLE,OR,8/13/2013 23:00,8,13,2013
Fort Dodge,,CIGAR,IA,8/13/2013 23:30,8,13,2013
Corte Madera,,LIGHT,CA,8/13/2013 23:45,8,13,2013
Franklin,,FIREBALL,IN,8/14/2013 0:25,8,14,2013
Rochester,,FLASH,WA,8/14/2013 0:30,8,14,2013
Sylvania,,RECTANGLE,OH,8/14/2013 1:55,8,14,2013
Tahoe City,,,CA,8/14/2013 3:00,8,14,2013
Phoenix,,LIGHT,AZ,8/14/2013 3:33,8,14,2013
Key West,,CIGAR,FL,8/14/2013 4:00,8,14,2013
Plantation,,LIGHT,FL,8/14/2013 5:25,8,14,2013
Wethersfield,,SPHERE,CT,8/14/2013 5:30,8,14,2013
West New York,BLUE,DISK,NJ,8/14/2013 17:00,8,14,2013
Alma,,FIREBALL,AR,8/14/2013 19:00,8,14,2013
Massillon,,TRIANGLE,OH,8/14/2013 19:00,8,14,2013
Waldoboro,RED,DISK,ME,8/14/2013 20:15,8,14,2013
Seminary,,TRIANGLE,MS,8/14/2013 20:20,8,14,2013
Buckeye,,LIGHT,AZ,8/14/2013 21:00,8,14,2013
North Myrtle Beach,,SPHERE,SC,8/14/2013 21:00,8,14,2013
Winchendon,,TRIANGLE,MA,8/14/2013 21:00,8,14,2013
Romeoville,,FIREBALL,IL,8/14/2013 21:20,8,14,2013
Allentown,,TRIANGLE,PA,8/14/2013 21:30,8,14,2013
Captiva,,OVAL,FL,8/14/2013 21:50,8,14,2013
Bakersfield,,LIGHT,CA,8/14/2013 22:30,8,14,2013
Gardner,RED GREEN,TRIANGLE,KS,8/14/2013 22:30,8,14,2013
Santa Fe,,FIREBALL,TX,8/14/2013 22:39,8,14,2013
Shoshone,,LIGHT,ID,8/14/2013 23:10,8,14,2013
Banks,,SPHERE,MS,8/15/2013 0:14,8,15,2013
Colorado Springs,ORANGE,FORMATION,CO,8/15/2013 0:50,8,15,2013
North East,,,MD,8/15/2013 4:40,8,15,2013
Wallingford,,OTHER,CT,8/15/2013 7:27,8,15,2013
Clinton,,CIGAR,ME,8/15/2013 11:00,8,15,2013
Stow,,LIGHT,OH,8/15/2013 12:00,8,15,2013
Warm Springs,,CYLINDER,GA,8/15/2013 12:11,8,15,2013
Blue Springs,BLUE,OTHER,MO,8/15/2013 14:00,8,15,2013
Cherokee,,DIAMOND,NC,8/15/2013 15:00,8,15,2013
Cherokee,,DIAMOND,NC,8/15/2013 17:00,8,15,2013
Watervliet,,CIRCLE,NY,8/15/2013 17:00,8,15,2013
Fairhope,,DISK,AL,8/15/2013 17:30,8,15,2013
Bude,,CYLINDER,MS,8/15/2013 19:00,8,15,2013
Bauxite,,SPHERE,AR,8/15/2013 19:45,8,15,2013
Roseau,,FIREBALL,AL,8/15/2013 19:45,8,15,2013
Cleveland,,LIGHT,OH,8/15/2013 20:15,8,15,2013
Scottsdale,ORANGE,CYLINDER,AZ,8/15/2013 20:20,8,15,2013
Orlando,,LIGHT,FL,8/15/2013 20:30,8,15,2013
Milford,,SPHERE,NH,8/15/2013 20:52,8,15,2013
Chicago suburbs,BLUE,SPHERE,IL,8/15/2013 21:00,8,15,2013
Ramsey,ORANGE YELLOW,CHEVRON,MN,8/15/2013 21:00,8,15,2013
Avalon,RED GREEN,TRIANGLE,NJ,8/15/2013 21:30,8,15,2013
Maryville,RED,,TN,8/15/2013 21:30,8,15,2013
Captiva,,OVAL,FL,8/15/2013 21:45,8,15,2013
Sterling Heights,,LIGHT,MI,8/15/2013 21:45,8,15,2013
Lahaska,ORANGE,FORMATION,PA,8/15/2013 21:55,8,15,2013
Mission Viejo,ORANGE,CIRCLE,CA,8/15/2013 21:58,8,15,2013
Cedar Grove,,CIRCLE,NC,8/15/2013 22:00,8,15,2013
Coeur d'Alene,,LIGHT,ID,8/15/2013 22:00,8,15,2013
Lake Wales,,SPHERE,FL,8/15/2013 22:00,8,15,2013
Round Rock,,SPHERE,TX,8/15/2013 22:00,8,15,2013
Foxboro,,DISK,MA,8/15/2013 22:30,8,15,2013
Forks,,LIGHT,WA,8/15/2013 22:55,8,15,2013
Avon,,LIGHT,CT,8/15/2013 23:00,8,15,2013
Erie,,DISK,PA,8/15/2013 23:00,8,15,2013
West Union,,CIRCLE,WV,8/16/2013 0:00,8,16,2013
Madison,,FIREBALL,WI,8/16/2013 1:10,8,16,2013
Santa Clara,,CIRCLE,CA,8/16/2013 8:00,8,16,2013
Grandview,,LIGHT,WA,8/16/2013 10:50,8,16,2013
Lebanon,,CIGAR,TN,8/16/2013 20:00,8,16,2013
Larkspur,,DISK,CO,8/16/2013 21:00,8,16,2013
Fenton,ORANGE,CIRCLE,MO,8/16/2013 21:15,8,16,2013
Fredericksburg,,CIRCLE,VA,8/16/2013 21:30,8,16,2013
Reynoldsburg,ORANGE,SPHERE,OH,8/16/2013 21:30,8,16,2013
Sparta,,FIREBALL,KY,8/16/2013 21:40,8,16,2013
Gahanna,,LIGHT,OH,8/16/2013 21:45,8,16,2013
Loxahatchee,,CONE,FL,8/16/2013 21:45,8,16,2013
Comfort,,LIGHT,TX,8/16/2013 22:00,8,16,2013
Parker,ORANGE,LIGHT,CO,8/16/2013 22:00,8,16,2013
Rabun County,,FIREBALL,GA,8/16/2013 22:00,8,16,2013
Syracuse,RED YELLOW,OTHER,NY,8/16/2013 22:00,8,16,2013
Taylorsville,,LIGHT,NC,8/16/2013 22:00,8,16,2013
Topsail Island,,FIREBALL,NC,8/16/2013 22:00,8,16,2013
Orlando,ORANGE,FIREBALL,FL,8/16/2013 22:06,8,16,2013
Aitkins,ORANGE,CONE,MN,8/16/2013 22:15,8,16,2013
Monroe,RED,LIGHT,MI,8/16/2013 22:15,8,16,2013
Manson,,CIRCLE,WA,8/16/2013 22:20,8,16,2013
Captiva,,FIREBALL,FL,8/16/2013 22:30,8,16,2013
Cottage Grove,,FIREBALL,MN,8/16/2013 22:30,8,16,2013
Dubuque,ORANGE,OVAL,IA,8/16/2013 22:30,8,16,2013
Bakersfield,RED,TRIANGLE,CA,8/16/2013 23:00,8,16,2013
Ceres,,TRIANGLE,CA,8/16/2013 23:00,8,16,2013
Long Branch,,FORMATION,NJ,8/16/2013 23:00,8,16,2013
Westminster,,FIREBALL,MD,8/16/2013 23:00,8,16,2013
San Diego,RED BLUE,CIRCLE,CA,8/17/2013 1:00,8,17,2013
Orlando,RED,OVAL,FL,8/17/2013 3:05,8,17,2013
Madison,,RECTANGLE,WI,8/17/2013 7:30,8,17,2013
Cranston,,LIGHT,RI,8/17/2013 9:30,8,17,2013
Mabton,,LIGHT,WA,8/17/2013 10:00,8,17,2013
Port Wing,RED,DIAMOND,WI,8/17/2013 10:32,8,17,2013
Hove,,SPHERE,HI,8/17/2013 11:00,8,17,2013
Canton,,LIGHT,MI,8/17/2013 19:45,8,17,2013
Dillsburg,,FORMATION,PA,8/17/2013 20:30,8,17,2013
Evansville,RED,,IN,8/17/2013 20:30,8,17,2013
Gloucester,,CIRCLE,MA,8/17/2013 20:30,8,17,2013
Phoenixville,,,PA,8/17/2013 20:43,8,17,2013
Orlando,,SPHERE,FL,8/17/2013 20:55,8,17,2013
Conneaut Lake,,LIGHT,PA,8/17/2013 21:00,8,17,2013
Garfield Heights,,OTHER,OH,8/17/2013 21:00,8,17,2013
Sag Harbor,,CIRCLE,NY,8/17/2013 21:00,8,17,2013
Seattle,RED,FORMATION,WA,8/17/2013 21:09,8,17,2013
Shepherdstown,RED ORANGE,RECTANGLE,WV,8/17/2013 21:10,8,17,2013
Marlborough,,LIGHT,MA,8/17/2013 21:15,8,17,2013
San Marcos,,LIGHT,CA,8/17/2013 21:24,8,17,2013
Saint Johns,ORANGE,SPHERE,MI,8/17/2013 21:27,8,17,2013
Canton,ORANGE,SPHERE,OH,8/17/2013 21:58,8,17,2013
Danbury,ORANGE,CIRCLE,CT,8/17/2013 22:00,8,17,2013
San Gabriel,ORANGE,FIREBALL,CA,8/17/2013 22:00,8,17,2013
Lowell,,CIRCLE,MA,8/17/2013 22:05,8,17,2013
Grand Rapids,,OVAL,MI,8/17/2013 22:08,8,17,2013
Fort Wayne,,,IN,8/17/2013 22:10,8,17,2013
St. Clair,ORANGE,,MI,8/17/2013 22:15,8,17,2013
Kure Beach,,FIREBALL,NC,8/17/2013 22:30,8,17,2013
Heyburn,,TRIANGLE,ID,8/17/2013 23:00,8,17,2013
Ravenswood,RED ORANGE,SPHERE,WV,8/17/2013 23:30,8,17,2013
Safford,,CIRCLE,AZ,8/18/2013 3:00,8,18,2013
Paradise,,CIRCLE,MT,8/18/2013 3:15,8,18,2013
La Mesa,,FLASH,CA,8/18/2013 3:30,8,18,2013
Austin,,RECTANGLE,TX,8/18/2013 5:30,8,18,2013
Poteau,,OVAL,OK,8/18/2013 8:45,8,18,2013
Findlay,ORANGE BLUE,SPHERE,OH,8/18/2013 9:00,8,18,2013
Ontario,,DISK,CA,8/18/2013 10:37,8,18,2013
Ingleside,,VARIOUS,IL,8/18/2013 13:45,8,18,2013
Centralia,,LIGHT,WA,8/18/2013 19:30,8,18,2013
Temecula,,CIRCLE,CA,8/18/2013 19:30,8,18,2013
Gilbert,,CHEVRON,AZ,8/18/2013 20:00,8,18,2013
Bristol,ORANGE,FIREBALL,CT,8/18/2013 20:06,8,18,2013
Rochester,,CIRCLE,WA,8/18/2013 20:56,8,18,2013
Tacoma,ORANGE,FIREBALL,WA,8/18/2013 21:08,8,18,2013
Bellevue,,TRIANGLE,WI,8/18/2013 21:14,8,18,2013
Lake George,,LIGHT,NY,8/18/2013 21:15,8,18,2013
Lahaina,ORANGE,FIREBALL,HI,8/18/2013 21:40,8,18,2013
Brandenton Beach,ORANGE,CIRCLE,FL,8/18/2013 21:45,8,18,2013
Trout Lake,,LIGHT,WA,8/18/2013 22:18,8,18,2013
Lake Jackson,,LIGHT,TX,8/18/2013 22:23,8,18,2013
Blaine,ORANGE,SPHERE,MN,8/18/2013 23:30,8,18,2013
Lancaster,RED ORANGE,FLASH,CA,8/19/2013 5:50,8,19,2013
Las Cruces,,LIGHT,NM,8/19/2013 6:00,8,19,2013
Galatia,RED,CYLINDER,IL,8/19/2013 20:20,8,19,2013
San Rafael,,OTHER,CA,8/19/2013 20:31,8,19,2013
Chicago,RED,SPHERE,IL,8/19/2013 21:00,8,19,2013
Columbus,,CIRCLE,OH,8/19/2013 21:00,8,19,2013
Kill Devil Hills,,CIRCLE,NC,8/19/2013 21:00,8,19,2013
Rochester,,CIRCLE,WA,8/19/2013 21:02,8,19,2013
Marysville,,LIGHT,OH,8/19/2013 21:45,8,19,2013
Colts Neck,,LIGHT,NJ,8/19/2013 21:59,8,19,2013
Dublin,,DISK,OH,8/19/2013 22:00,8,19,2013
Virginia Beach,,EGG,VA,8/19/2013 23:00,8,19,2013
Concord,GREEN,OVAL,NC,8/19/2013 23:30,8,19,2013
Springfield,,CIGAR,VA,8/20/2013 3:00,8,20,2013
Highland,,LIGHT,UT,8/20/2013 5:20,8,20,2013
Pine Bush,,OTHER,NY,8/20/2013 5:30,8,20,2013
Ellsworth,,CIRCLE,ME,8/20/2013 7:50,8,20,2013
Santa Barbara,,VARIOUS,CA,8/20/2013 16:00,8,20,2013
Antioch,,OTHER,TN,8/20/2013 17:00,8,20,2013
Fairfirld,,DISK,CA,8/20/2013 19:00,8,20,2013
Farmington,,OTHER,MI,8/20/2013 19:22,8,20,2013
Hannibal,,FIREBALL,MO,8/20/2013 20:30,8,20,2013
Madison,,LIGHT,NH,8/20/2013 20:30,8,20,2013
Tacoma,ORANGE,FIREBALL,WA,8/20/2013 20:45,8,20,2013
Tacoma,RED,FIREBALL,WA,8/20/2013 20:45,8,20,2013
Boston,,LIGHT,MA,8/20/2013 21:00,8,20,2013
Los Angeles,RED ORANGE,FIREBALL,CA,8/20/2013 21:00,8,20,2013
Beaverton,,LIGHT,OR,8/20/2013 21:05,8,20,2013
Marstons Mills,,SPHERE,MA,8/20/2013 21:06,8,20,2013
Silverdale,,LIGHT,WA,8/20/2013 21:10,8,20,2013
Flat Rock,ORANGE,EGG,MI,8/20/2013 21:14,8,20,2013
Corry,ORANGE,LIGHT,PA,8/20/2013 21:40,8,20,2013
Portland,,FIREBALL,OR,8/20/2013 22:00,8,20,2013
Smithsburg,,TRIANGLE,MD,8/20/2013 22:00,8,20,2013
Baltimore,ORANGE,CIRCLE,MA,8/20/2013 22:20,8,20,2013
Kure Beach,,FIREBALL,NC,8/20/2013 23:15,8,20,2013
Waynesboro,,CIRCLE,VA,8/20/2013 23:30,8,20,2013
Orlando,,FLASH,FL,8/21/2013 2:15,8,21,2013
Preston,ORANGE,LIGHT,CT,8/21/2013 11:15,8,21,2013
Glen Rose,,CIRCLE,TX,8/21/2013 13:00,8,21,2013
Kennewick,,CIGAR,WA,8/21/2013 14:15,8,21,2013
Alton,,FIREBALL,IL,8/21/2013 20:30,8,21,2013
North Berwick,ORANGE,OTHER,ME,8/21/2013 20:30,8,21,2013
Potosi,,CYLINDER,MO,8/21/2013 20:44,8,21,2013
Fort Wayne,,FIREBALL,IN,8/21/2013 21:15,8,21,2013
New York,GREEN,RECTANGLE,NY,8/21/2013 21:40,8,21,2013
New York City,,LIGHT,NY,8/21/2013 21:40,8,21,2013
Rhinebeck,,FIREBALL,NY,8/21/2013 21:50,8,21,2013
Holiday,RED GREEN,LIGHT,FL,8/21/2013 22:00,8,21,2013
Nimishillen,,TEARDROP,OH,8/21/2013 22:00,8,21,2013
Sebring,RED,TRIANGLE,OH,8/21/2013 22:00,8,21,2013
Staunton,,LIGHT,VA,8/21/2013 22:00,8,21,2013
New York City,,SPHERE,NY,8/21/2013 22:30,8,21,2013
Rodanthe,ORANGE,LIGHT,NC,8/21/2013 23:00,8,21,2013
Stroudsburg,,LIGHT,PA,8/21/2013 23:15,8,21,2013
Hinesville,,,GA,8/22/2013 3:00,8,22,2013
Slingerlands,,,NY,8/22/2013 3:00,8,22,2013
Fort Dodge,,CIRCLE,IA,8/22/2013 10:00,8,22,2013
Huntington Beach,,FIREBALL,CA,8/22/2013 19:46,8,22,2013
Winston-Salem,,CIRCLE,NC,8/22/2013 20:10,8,22,2013
Richmond,,LIGHT,MN,8/22/2013 20:30,8,22,2013
Gig Harbor,,TRIANGLE,WA,8/22/2013 20:45,8,22,2013
Pemberton,,,NJ,8/22/2013 20:45,8,22,2013
Isanti,,FIREBALL,MN,8/22/2013 20:50,8,22,2013
Chicago,,TRIANGLE,IL,8/22/2013 21:00,8,22,2013
Madison,,LIGHT,WI,8/22/2013 21:00,8,22,2013
Azle,,CIGAR,TX,8/22/2013 21:11,8,22,2013
Broken Arrow,,LIGHT,OK,8/22/2013 21:30,8,22,2013
Deepwater,BLUE,SPHERE,MO,8/22/2013 21:47,8,22,2013
Ocean City,,LIGHT,MD,8/22/2013 22:00,8,22,2013
Petersburg,,FIREBALL,VA,8/22/2013 22:00,8,22,2013
Naples,,,FL,8/22/2013 22:30,8,22,2013
Kansas City,,LIGHT,MO,8/22/2013 23:00,8,22,2013
Lehi,,,UT,8/22/2013 23:00,8,22,2013
Lyndon,,RECTANGLE,WI,8/22/2013 23:00,8,22,2013
Harrisonburg,,LIGHT,VA,8/23/2013 0:00,8,23,2013
Lebanon,ORANGE,LIGHT,IN,8/23/2013 2:00,8,23,2013
Charlton,,LIGHT,MA,8/23/2013 6:30,8,23,2013
Marstons Mills,,SPHERE,MA,8/23/2013 8:20,8,23,2013
Torrington,,,CT,8/23/2013 9:58,8,23,2013
Erie,,CYLINDER,PA,8/23/2013 10:55,8,23,2013
Erie,,CYLINDER,PA,8/23/2013 11:00,8,23,2013
Pleasant Hill,,OTHER,CA,8/23/2013 17:30,8,23,2013
Eleven Mile Corner,,,AZ,8/23/2013 18:15,8,23,2013
Captiva,,,FL,8/23/2013 20:20,8,23,2013
Appleton,,FLASH,WI,8/23/2013 20:30,8,23,2013
Fresno,,LIGHT,CA,8/23/2013 20:30,8,23,2013
Johnstown,,CIRCLE,CO,8/23/2013 20:30,8,23,2013
Johnstown,,LIGHT,CO,8/23/2013 20:30,8,23,2013
New Bedford,RED,,MA,8/23/2013 20:30,8,23,2013
Unity Township,,LIGHT,PA,8/23/2013 20:30,8,23,2013
Manitowoc,,LIGHT,WI,8/23/2013 20:50,8,23,2013
Dana Point,ORANGE,FORMATION,CA,8/23/2013 21:00,8,23,2013
Santa Ana,,LIGHT,CA,8/23/2013 21:30,8,23,2013
North East,,TRIANGLE,MD,8/23/2013 21:45,8,23,2013
Lexington,,LIGHT,KY,8/23/2013 22:00,8,23,2013
Springfield,,FIREBALL,OH,8/23/2013 22:00,8,23,2013
Springfield,ORANGE,LIGHT,OH,8/23/2013 22:00,8,23,2013
Davenport,,SPHERE,IA,8/23/2013 22:09,8,23,2013
Elkton,ORANGE,,MD,8/23/2013 22:30,8,23,2013
South Portland,ORANGE,FIREBALL,ME,8/23/2013 22:45,8,23,2013
Hamden,RED,CIRCLE,CT,8/23/2013 22:47,8,23,2013
Marco Island,,CIRCLE,FL,8/23/2013 23:45,8,23,2013
Charlotte,ORANGE,LIGHT,NC,8/24/2013 0:00,8,24,2013
Tyndall AFB,,FIREBALL,FL,8/24/2013 0:00,8,24,2013
Washington,,,NC,8/24/2013 0:00,8,24,2013
Edmond,,OTHER,OK,8/24/2013 1:00,8,24,2013
Edmond,,OVAL,OK,8/24/2013 1:00,8,24,2013
Shaw,,CIRCLE,MS,8/24/2013 1:00,8,24,2013
Springboro,,FIREBALL,OH,8/24/2013 1:00,8,24,2013
Cottontown,,DISK,TN,8/24/2013 3:35,8,24,2013
Abington,,CIRCLE,PA,8/24/2013 17:00,8,24,2013
Indianapolis,ORANGE BLUE,VARIOUS,IN,8/24/2013 18:04,8,24,2013
Bemus Point,RED,CIRCLE,NY,8/24/2013 20:00,8,24,2013
Elmira,,SPHERE,NY,8/24/2013 20:00,8,24,2013
Kerville,,CIRCLE,TX,8/24/2013 20:00,8,24,2013
Westport,ORANGE,SPHERE,CT,8/24/2013 20:00,8,24,2013
Everett,,LIGHT,MA,8/24/2013 20:30,8,24,2013
Jackson,ORANGE,FORMATION,WI,8/24/2013 20:30,8,24,2013
Ogdensburg,,OVAL,NJ,8/24/2013 20:35,8,24,2013
Drums,,FIREBALL,PA,8/24/2013 20:45,8,24,2013
Jefferson,ORANGE,LIGHT,WI,8/24/2013 20:45,8,24,2013
Springfield Township,RED,TEARDROP,OH,8/24/2013 20:45,8,24,2013
Livermore Falls,ORANGE,LIGHT,ME,8/24/2013 20:50,8,24,2013
Silverdale,,LIGHT,WA,8/24/2013 20:58,8,24,2013
Bernville,,LIGHT,PA,8/24/2013 21:00,8,24,2013
Hudson,,FIREBALL,WI,8/24/2013 21:00,8,24,2013
Janesville,YELLOW,CIRCLE,WI,8/24/2013 21:00,8,24,2013
Mt. Airy,,SPHERE,NC,8/24/2013 21:00,8,24,2013
Nashville,ORANGE,FIREBALL,TN,8/24/2013 21:00,8,24,2013
New York City,,CIRCLE,NY,8/24/2013 21:00,8,24,2013
New York City,,OTHER,NY,8/24/2013 21:00,8,24,2013
Oak Island,ORANGE,LIGHT,NC,8/24/2013 21:00,8,24,2013
Los Angeles,,CIRCLE,CA,8/24/2013 21:05,8,24,2013
Chatham,ORANGE,CIRCLE,IL,8/24/2013 21:15,8,24,2013
Guilderland,RED ORANGE,SPHERE,NY,8/24/2013 21:15,8,24,2013
Hackensack,,CIRCLE,NJ,8/24/2013 21:15,8,24,2013
Belo,ORANGE,LIGHT,WV,8/24/2013 21:20,8,24,2013
Philadelphia,,LIGHT,PA,8/24/2013 21:20,8,24,2013
Birdlake,,VARIOUS,MI,8/24/2013 21:30,8,24,2013
Lowell,,LIGHT,MA,8/24/2013 21:30,8,24,2013
Ross Township,,FIREBALL,PA,8/24/2013 21:30,8,24,2013
Lisle,RED,CIRCLE,IL,8/24/2013 21:35,8,24,2013
Claremont,,CIRCLE,NH,8/24/2013 22:00,8,24,2013
Des Moines,RED,FORMATION,IA,8/24/2013 22:00,8,24,2013
Fort Wayne,,CIRCLE,IN,8/24/2013 22:00,8,24,2013
Ravenna,,TRIANGLE,OH,8/24/2013 22:00,8,24,2013
Seven Devils,,FIREBALL,NC,8/24/2013 22:00,8,24,2013
Tacoma,,LIGHT,WA,8/24/2013 22:00,8,24,2013
Lake Wales,,FIREBALL,FL,8/24/2013 22:08,8,24,2013
O'Fallon,ORANGE,SPHERE,MO,8/24/2013 22:30,8,24,2013
Hickory Hills,,CIRCLE,IL,8/24/2013 22:40,8,24,2013
Ilwaco,,FIREBALL,WA,8/24/2013 23:00,8,24,2013
Mission Viejo,RED,LIGHT,CA,8/24/2013 23:00,8,24,2013
Toledo,,LIGHT,OH,8/24/2013 23:05,8,24,2013
Mason,ORANGE,LIGHT,OH,8/24/2013 23:50,8,24,2013
Coloma,ORANGE,SPHERE,MI,8/24/2013 23:57,8,24,2013
Lockport,,FIREBALL,NY,8/25/2013 0:01,8,25,2013
St. Agatha,,LIGHT,ME,8/25/2013 0:30,8,25,2013
Port Saint Lucie,,LIGHT,FL,8/25/2013 0:35,8,25,2013
Murray,RED GREEN,OVAL,KY,8/25/2013 1:20,8,25,2013
Yakima,,LIGHT,WA,8/25/2013 4:30,8,25,2013
Weaverville,,CYLINDER,NC,8/25/2013 19:00,8,25,2013
Waikoloa,,,HI,8/25/2013 19:30,8,25,2013
